105年02月01日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
="042016",日盛9C,"57,000",1,"80,370",1.41,1.41,1.41,1.41,X,0.00,1.40,499,1.41,100,439.00
="042017",日盛9D,"65,000",4,"110,570",1.75,1.75,1.64,1.64,X,0.00,1.61,10,1.64,10,23.40
="042018",亞東MM,0,0,0,--,--,--,--,,0.00,0.46,10,0.47,10,37.00
="042019",亞東MN,0,0,0,--,--,--,--,,0.00,1.15,10,1.17,10,12.90
="042020",亞東MP,"104,000",1,"80,080",0.77,0.77,0.77,0.77,X,0.00,0.79,10,0.80,10,12.90
="042021",亞東MQ,"42,000",2,"62,540",1.49,1.49,1.47,1.47,＋,0.01,1.49,10,1.50,10,79.50
="042022",亞東MR,"46,000",2,"53,620",1.17,1.17,1.16,1.16,＋,0.02,1.17,10,1.18,10,79.50
="042023",亞東MS,"58,000",3,"75,950",1.31,1.31,1.30,1.31,＋,0.04,1.31,10,1.32,10,79.50
="042024",亞東MT,0,0,0,--,--,--,--,,0.00,0.38,10,0.39,10,8.85
="042025",亞東MU,"16,000",2,"11,840",0.75,0.75,0.73,0.73,－,0.13,0.68,18,0.69,10,210.00
="042026",亞東MV,0,0,0,--,--,--,--,,0.00,0.48,10,0.49,10,210.00
="042027",亞東MW,"719,000",15,"1,254,860",1.80,1.80,1.61,1.65,－,0.22,1.64,10,1.65,10,252.00
="042028",亞東MX,0,0,0,--,--,--,--,,0.00,0.27,10,0.28,10,38.40
="042029",亞東MY,0,0,0,--,--,--,--,,0.00,0.26,10,0.28,10,10.80
="042030",亞東MZ,"361,000",2,"169,670",0.47,0.47,0.47,0.47,－,0.07,0.48,10,0.49,10,15.85
="042031",亞東NA,"736,000",15,"496,080",0.67,0.72,0.59,0.69,－,0.04,0.70,10,0.72,10,15.85
="042032",亞東NB,"3,000",3,"1,540",0.52,0.52,0.51,0.51,X,0.00,0.49,10,0.50,10,9.62
="042033",9X統一,0,0,0,--,--,--,--,,0.00,0.76,10,0.78,10,80.00
="042034",9Y統一,0,0,0,--,--,--,--,,0.00,0.73,10,0.75,10,80.00
="042035",9Z統一,"407,000",13,"363,320",0.95,0.95,0.83,0.83,－,0.03,0.82,10,0.83,5,131.00
="042036",統一AA,"80,000",7,"62,070",0.78,0.78,0.77,0.77,－,0.01,0.76,20,0.77,20,155.50
="042037",2X元大,"527,000",20,"996,660",1.93,1.99,1.54,1.56,－,0.27,1.47,100,1.64,10,"2,350.00"
="042038",2Z元大,"34,000",5,"48,800",1.51,1.51,1.39,1.40,－,0.15,1.36,5,1.37,10,"2,350.00"
="042039",3A元大,0,0,0,--,--,--,--,,0.00,0.68,100,0.69,50,220.50
="042040",3B元大,"37,000",5,"30,810",0.88,0.88,0.83,0.83,－,0.05,0.81,100,0.82,100,138.00
="042041",3E元大,"1,063,000",13,"1,084,940",1.03,1.03,0.99,1.01,－,0.08,1.00,100,1.02,100,158.50
="042042",3F元大,0,0,0,--,--,--,--,,0.00,1.23,100,1.25,100,176.50
="042043",3G元大,"99,000",9,"38,930",0.43,0.43,0.38,0.42,－,0.05,0.38,100,0.42,9,24.52
="042044",3H元大,"1,391,000",76,"1,836,430",1.22,1.43,1.22,1.40,＋,0.24,1.39,114,1.40,59,35.50
="042045",3I元大,"330,000",5,"252,200",0.78,0.78,0.76,0.76,－,0.01,0.36,46,0.77,100,54.60
="042046",3J元大,"1,408,000",27,"1,633,450",1.14,1.19,1.10,1.19,＋,0.06,1.23,100,1.25,100,53.60
="042047",3K元大,"925,000",12,"908,660",0.97,1.01,0.95,1.01,＋,0.06,1.05,100,1.07,100,53.60
="042048",3L元大,"150,000",2,"39,000",0.28,0.28,0.25,0.25,－,0.02,0.23,100,0.28,10,9.43
="042049",3M元大,"20,000",1,"12,600",0.63,0.63,0.63,0.63,X,0.00,0.61,100,0.62,10,34.50
="042050",永豐AL,"1,067,000",35,"1,158,310",1.02,1.20,1.02,1.17,＋,0.24,1.16,10,1.17,10,35.50
="042051",永豐AM,"79,000",6,"118,090",1.65,1.65,1.41,1.49,－,0.18,1.49,10,1.50,10,23.40
="042052",永豐AN,"76,000",3,"127,610",1.61,1.68,1.61,1.68,＋,0.13,1.69,10,1.70,10,35.55
="042053",永豐AP,"223,000",7,"167,400",0.76,0.76,0.74,0.75,X,0.00,0.72,10,0.73,10,20.05
="042054",永豐AQ,"100,000",2,"64,000",0.64,0.64,0.64,0.64,－,0.01,0.62,10,0.63,10,28.00
="042055",FS兆豐,"50,000",1,"83,000",1.66,1.66,1.66,1.66,－,0.08,1.58,10,1.59,10,27.50
="042056",FU兆豐,"221,000",13,"281,770",1.38,1.38,1.13,1.13,－,0.17,1.09,10,1.11,10,"2,350.00"
="042057",FV兆豐,"162,000",15,"246,140",1.68,1.68,1.39,1.41,－,0.21,1.35,10,1.52,2,"2,350.00"
="042058",FW兆豐,"50,000",1,"22,000",0.44,0.44,0.44,0.44,－,0.04,0.43,10,0.44,10,71.00
="042059",FX兆豐,0,0,0,--,--,--,--,,0.00,0.98,10,0.99,10,77.70
="042060",FY兆豐,0,0,0,--,--,--,--,,0.00,1.06,10,1.07,10,136.00
="042061",FZ兆豐,"128,000",3,"118,430",0.97,0.97,0.92,0.92,－,0.06,0.93,10,0.94,10,23.70
="042062",GA兆豐,"193,000",5,"127,070",0.67,0.67,0.61,0.61,－,0.08,0.63,10,0.64,10,17.30
="042063",GB兆豐,"10,000",1,"5,800",0.58,0.58,0.58,0.58,－,0.06,0.58,10,0.59,10,64.30
="042064",GC兆豐,"81,000",8,"80,240",1.01,1.01,0.96,0.96,＋,0.02,0.92,10,0.93,10,23.50
="042065",GD兆豐,"7,000",1,"4,550",0.65,0.65,0.65,0.65,X,0.00,0.59,10,0.60,10,225.50
="042066",GE兆豐,"122,000",5,"267,060",1.99,2.22,1.93,2.20,＋,0.17,2.26,10,2.27,10,57.50
="042067",GF兆豐,0,0,0,--,--,--,--,,0.00,0.79,10,0.80,10,9.62
="042068",GG兆豐,"4,000",1,"2,320",0.58,0.58,0.58,0.58,X,0.00,0.57,10,0.58,10,9.62
="042069",GH兆豐,"45,000",3,"36,300",0.82,0.82,0.78,0.78,＋,0.06,0.75,10,0.76,10,252.00
="042070",GJ兆豐,0,0,0,--,--,--,--,,0.00,1.85,10,1.86,10,477.00
="042071",GK兆豐,"11,000",2,"6,490",0.59,0.59,0.59,0.59,－,0.01,0.58,10,0.59,10,8.85
="042072",GL兆豐,"11,000",2,"10,480",0.95,0.98,0.95,0.98,－,0.03,0.98,10,0.99,10,59.55
="042073",GP兆豐,0,0,0,--,--,--,--,,0.00,0.83,10,0.84,10,144.00
="042074",GQ兆豐,0,0,0,--,--,--,--,,0.00,0.72,10,0.73,10,144.00
="042075",GR兆豐,"6,000",1,"3,120",0.52,0.52,0.52,0.52,＋,0.02,0.53,10,0.54,10,79.50
="042076",GS兆豐,0,0,0,--,--,--,--,,0.00,0.46,10,0.47,10,138.00
="042077",GT兆豐,0,0,0,--,--,--,--,,0.00,0.53,10,0.54,10,8.00
="042078",GU兆豐,0,0,0,--,--,--,--,,0.00,0.75,10,0.76,10,19.00
="042079",GV兆豐,0,0,0,--,--,--,--,,0.00,0.53,10,0.54,10,11.35
="042080",GW兆豐,0,0,0,--,--,--,--,,0.00,1.19,10,1.21,10,23.90
="042081",GX兆豐,"77,000",7,"88,370",1.17,1.18,1.10,1.11,－,0.09,1.10,10,1.11,10,81.90
="042082",4P元富,0,0,0,--,--,--,--,,0.00,0.30,25,0.31,25,6.17
="042083",4Q元富,"801,000",8,"609,030",0.75,0.79,0.74,0.79,＋,0.04,0.83,25,0.84,25,53.60
="042084",4R元富,"10,000",1,"8,200",0.82,0.82,0.82,0.82,－,0.02,0.79,25,0.81,25,220.50
="042085",4S元富,"307,000",5,"307,000",0.95,1.10,0.95,1.10,＋,0.08,1.05,50,1.06,25,61.80
="042086",4T元富,"454,000",7,"143,400",0.31,0.34,0.30,0.32,－,0.01,0.32,25,0.34,10,38.40
="042087",4U元富,"709,000",31,"945,340",1.40,1.40,1.20,1.20,－,0.04,1.19,25,1.20,25,131.00
="042088",4X元富,0,0,0,--,--,--,--,,0.00,2.35,25,2.41,25,175.00
="042089",日盛9E,"151,000",4,"219,070",1.40,1.46,1.40,1.45,＋,0.06,1.44,499,1.45,300,79.50
="042090",日盛9F,"100,000",5,"55,600",0.55,0.58,0.55,0.55,＋,0.01,0.54,25,0.55,25,33.30
="042091",日盛9G,"1,727,000",38,"428,740",0.25,0.30,0.23,0.29,－,0.01,0.28,25,0.29,25,38.40
="042092",日盛9H,"70,000",4,"24,700",0.36,0.36,0.35,0.35,－,0.01,0.35,25,0.36,25,37.00
="042093",日盛9J,0,0,0,--,--,--,--,,0.00,1.74,25,1.75,25,35.55
="042094",日盛9K,0,0,0,--,--,--,--,,0.00,0.48,499,0.49,250,138.00
="042095",日盛9L,0,0,0,--,--,--,--,,0.00,0.36,25,0.37,10,6.17
="042096",日盛9M,"123,000",2,"94,250",0.77,0.77,0.76,0.76,－,0.05,0.76,499,0.77,17,19.45
="042097",凱基16,0,0,0,--,--,--,--,,0.00,0.58,30,0.59,30,31.35
="042098",凱基17,"190,000",4,"265,200",1.51,1.51,1.33,1.42,－,0.09,1.40,30,1.41,30,23.40
="042099",凱基18,0,0,0,--,--,--,--,,0.00,1.00,30,1.01,30,32.40
="042100",凱基19,"10,000",1,"6,400",0.64,0.64,0.64,0.64,X,0.00,0.64,30,0.65,30,350.00
="042101",ET國泰,"1,405,000",33,"1,663,800",1.15,1.28,1.11,1.17,＋,0.16,1.16,160,1.18,100,94.50
="042102",EU國泰,"11,000",2,"13,970",1.27,1.27,1.27,1.27,－,0.05,1.27,400,1.28,100,176.50
="042103",EV國泰,"1,779,000",33,"2,073,040",1.08,1.24,1.08,1.24,＋,0.24,1.23,410,1.24,150,35.50
="042104",66富邦,"47,000",11,"41,340",0.88,0.90,0.87,0.88,－,0.12,0.85,10,0.86,10,39.50
="042105",67富邦,"2,000",1,"1,300",0.65,0.65,0.65,0.65,－,0.13,0.63,10,0.64,10,39.50
="042106",68富邦,"7,000",2,"12,320",1.76,1.76,1.76,1.76,＋,0.13,1.56,50,1.59,50,131.00
="042107",2L第一,"92,000",5,"127,580",1.40,1.40,1.37,1.37,－,0.10,1.36,10,1.40,10,50.30
="042108",2M第一,0,0,0,--,--,--,--,,0.00,1.37,10,1.38,10,11.95
="042109",2N第一,"454,000",9,"769,660",1.82,1.82,1.68,1.68,－,0.26,1.68,10,1.71,200,32.80
="042110",2P第一,0,0,0,--,--,--,--,,0.00,1.24,10,1.25,10,31.85
="042111",2Q第一,"5,000",1,"6,500",1.30,1.30,1.30,1.30,＋,0.10,1.18,10,1.19,10,55.50
="042112",2R第一,"10,000",1,"9,100",0.91,0.91,0.91,0.91,X,0.00,0.91,10,0.92,10,18.70
="042113",2S第一,0,0,0,--,--,--,--,,0.00,1.52,10,1.53,10,67.80
="042114",統一AB,"175,000",5,"150,120",0.86,0.87,0.80,0.80,＋,0.01,0.79,10,0.80,10,55.50
="042115",統一AC,"700,000",5,"445,320",0.65,0.65,0.61,0.61,－,0.05,0.63,10,0.64,10,118.50
="042116",統一AD,"158,000",2,"128,060",0.82,0.82,0.79,0.79,X,0.00,0.79,20,0.80,20,20.70
="042117",統一AE,"1,653,000",47,"1,205,150",0.76,0.76,0.70,0.70,－,0.09,0.70,15,0.71,20,32.80
="042118",統一AF,"1,014,000",15,"772,660",0.79,0.79,0.75,0.76,－,0.08,0.74,10,0.75,10,32.80
="042119",統一AG,"1,432,000",37,"1,232,620",0.88,0.88,0.83,0.83,－,0.01,0.82,11,0.83,10,28.35
="042120",統一AH,"39,000",8,"33,270",0.88,0.88,0.81,0.81,X,0.00,0.79,10,0.80,10,67.80
="042121",統一AJ,"521,000",9,"497,610",0.94,0.99,0.91,0.97,＋,0.02,0.97,10,0.99,10,37.90
="042122",統一AK,"2,614,000",80,"3,083,100",1.14,1.24,1.04,1.08,－,0.05,1.06,10,1.08,10,51.80
="042123",統一AL,"57,000",3,"43,290",0.76,0.76,0.73,0.73,－,0.04,0.72,20,0.73,20,18.70
="042124",統一AM,"60,000",2,"87,800",1.45,1.49,1.45,1.49,＋,0.10,1.43,10,1.45,10,477.00
="042125",統一AN,"96,000",10,"56,660",0.60,0.61,0.54,0.56,－,0.04,0.55,20,0.56,20,31.85
="042126",統一AP,0,0,0,--,--,--,--,,0.00,0.57,10,0.58,10,31.85
="042127",統一AQ,0,0,0,--,--,--,--,,0.00,0.59,10,0.60,10,31.85
="042128",統一AR,"15,000",2,"8,640",0.56,0.59,0.56,0.59,－,0.01,0.53,10,0.54,10,31.85
="042129",統一AS,"298,000",7,"206,080",0.65,0.73,0.65,0.68,,0.00,0.70,10,0.71,10,55.40
="042130",統一AT,"458,000",8,"389,720",0.89,0.89,0.82,0.84,－,0.11,0.83,10,0.84,20,32.80
="042131",統一AU,"301,000",16,"214,830",0.74,0.74,0.67,0.67,－,0.04,0.66,20,0.67,20,67.80
="042132",群益DP,"160,000",2,"164,200",1.07,1.07,1.00,1.00,－,0.08,0.99,25,1.01,10,50.30
="042133",群益DQ,"113,000",2,"120,610",1.04,1.07,1.04,1.07,＋,0.01,0.98,25,0.99,10,31.85
="042134",群益DR,0,0,0,--,--,--,--,,0.00,0.73,25,0.74,10,31.85
="042135",日盛9N,"588,000",16,"679,770",1.20,1.20,1.12,1.13,－,0.13,1.11,25,1.12,25,32.80
="042136",日盛9P,"590,000",10,"465,400",0.80,0.80,0.77,0.77,－,0.12,0.77,25,1.00,150,32.80
="042137",日盛9Q,"120,000",2,"114,400",1.02,1.02,0.94,0.94,－,0.07,0.93,499,0.94,100,50.30
="042138",日盛9R,"40,000",1,"44,000",1.10,1.10,1.10,1.10,X,0.00,1.11,25,1.12,25,31.85
="042139",日盛9S,"18,000",2,"17,110",0.97,0.97,0.90,0.90,X,0.00,0.88,25,0.89,25,31.85
="042140",日盛9T,"10,000",1,"7,400",0.74,0.74,0.74,0.74,X,0.00,0.68,25,0.69,25,55.50
="042141",日盛9U,0,0,0,--,--,--,--,,0.00,1.20,25,1.21,25,67.80
="042142",日盛9V,"517,000",10,"614,920",1.22,1.22,1.18,1.20,＋,0.01,1.16,25,1.17,25,28.35
="042143",凱基23,"208,000",7,"60,790",0.25,0.31,0.25,0.30,,0.00,0.29,30,0.30,30,38.40
="042144",凱基24,0,0,0,--,--,--,--,,0.00,0.65,30,0.66,30,27.45
="042145",凱基25,"12,000",1,"7,680",0.64,0.64,0.64,0.64,,0.00,0.61,30,0.62,30,27.45
="042146",凱基26,"1,113,000",35,"1,226,480",1.15,1.15,1.06,1.06,－,0.12,1.05,40,1.06,40,32.80
="042147",凱基27,"925,000",18,"946,680",1.10,1.10,0.97,0.99,－,0.09,0.96,30,0.97,30,32.80
="042148",凱基28,"533,000",11,"435,830",0.80,0.85,0.80,0.85,＋,0.04,0.84,30,0.85,30,37.90
="042149",凱基29,"160,000",5,"150,900",0.95,0.95,0.92,0.92,－,0.05,0.91,30,0.92,30,71.00
="042150",凱基30,"1,077,000",16,"998,080",0.93,0.95,0.85,0.86,－,0.11,0.85,80,0.88,30,31.85
="042151",凱基31,0,0,0,--,--,--,--,,0.00,0.72,30,0.73,30,31.85
="042152",凱基32,"359,000",10,"351,470",1.03,1.03,0.95,0.95,－,0.07,0.94,30,0.95,30,50.30
="042153",凱基33,"123,000",6,"166,160",1.51,1.51,1.30,1.30,－,0.04,1.29,30,1.31,30,131.00
="042154",凱基34,"300,000",9,"243,400",0.81,0.86,0.75,0.75,＋,0.01,0.75,45,0.76,30,55.50
="042155",永豐AR,"1,149,000",26,"1,000,060",0.82,0.93,0.82,0.92,＋,0.08,0.92,10,0.93,10,17.80
="042156",永豐AS,"12,000",4,"10,140",0.84,0.86,0.83,0.83,＋,0.01,0.85,10,0.86,10,64.20
="042157",永豐AT,"190,000",10,"150,430",0.82,0.82,0.77,0.78,－,0.10,0.78,15,0.79,10,120.00
="042158",永豐AU,"388,000",14,"368,530",0.96,0.96,0.90,0.90,－,0.10,0.92,10,0.93,10,26.25
="042159",永豐AV,"209,000",9,"155,050",0.75,0.75,0.71,0.72,－,0.04,0.71,10,0.72,10,63.10
="042160",永豐AW,"2,000",1,"1,320",0.66,0.66,0.66,0.66,－,0.04,0.66,10,0.67,10,27.45
="042161",永豐AX,"370,000",18,"404,370",1.12,1.12,1.03,1.03,,0.00,1.02,10,1.03,10,116.50
="042162",永豐AY,"142,000",2,"117,860",0.83,0.83,0.83,0.83,＋,0.02,0.85,10,0.86,10,21.95
="042163",永豐AZ,"189,000",9,"189,310",0.98,1.04,0.98,1.00,＋,0.09,0.94,10,0.95,10,20.70
="042164",永豐BA,0,0,0,--,--,--,--,,0.00,0.72,10,0.73,10,51.50
="042165",永豐BB,"282,000",5,"218,820",0.81,0.81,0.75,0.75,－,0.06,0.74,10,0.75,10,50.30
="042166",永豐BC,"151,000",3,"104,390",0.70,0.70,0.68,0.68,－,0.02,0.66,10,0.67,10,11.95
="042167",永豐BD,"209,000",5,"183,030",0.89,0.89,0.84,0.84,－,0.11,0.82,10,0.83,10,32.80
="042168",永豐BE,"135,000",1,"102,600",0.76,0.76,0.76,0.76,X,0.00,0.68,10,0.69,10,31.85
="042169",永豐BF,0,0,0,--,--,--,--,,0.00,0.66,10,0.67,10,31.85
="042170",永豐BG,"175,000",5,"155,040",0.81,0.90,0.81,0.87,＋,0.06,0.81,10,0.82,10,55.50
="042171",永豐BH,"725,000",6,"535,850",0.75,0.75,0.72,0.72,－,0.06,0.71,10,0.72,10,18.70
="042172",永豐BI,"376,000",13,"262,350",0.67,0.73,0.66,0.73,＋,0.06,0.70,10,0.71,10,55.40
="042173",永豐BJ,"218,000",8,"238,050",1.11,1.11,1.02,1.02,－,0.05,1.00,10,1.01,10,67.80
="042174",永豐BK,"149,000",16,"162,520",1.08,1.14,1.05,1.13,＋,0.05,1.12,10,1.14,10,37.90
="042175",LG中信,"1,790,000",39,"2,072,460",1.21,1.21,1.14,1.14,－,0.13,1.13,35,1.14,20,32.80
="042176",LH中信,"109,000",5,"156,490",1.41,1.53,1.41,1.53,＋,0.09,1.40,30,1.41,10,55.50
="042177",LJ中信,"280,000",25,"582,280",2.02,2.14,1.97,2.03,＋,0.03,1.79,10,1.80,30,51.80
="042178",LK中信,0,0,0,--,--,--,--,,0.00,0.95,30,0.96,30,76.50
="042179",LL中信,"48,000",5,"52,700",1.13,1.13,1.07,1.07,－,0.20,1.07,30,1.09,30,17.10
="042180",LM中信,"336,000",3,"206,420",0.62,0.63,0.60,0.60,－,0.05,0.64,30,0.66,30,10.80
="042181",LN中信,"84,000",3,"64,910",0.74,0.79,0.74,0.79,＋,0.01,0.73,30,0.74,30,15.50
="042182",3P元大,0,0,0,--,--,--,--,,0.00,0.56,100,0.57,100,27.45
="042183",3S元大,"235,000",3,"158,180",0.67,0.74,0.66,0.74,＋,0.03,0.71,100,0.81,10,55.40
="042184",3U元大,0,0,0,--,--,--,--,,0.00,1.09,10,1.13,10,21.95
="042185",3V元大,"436,000",17,"474,140",1.12,1.12,1.03,1.05,－,0.07,1.04,100,1.05,10,63.10
="042186",3Y元大,"803,000",11,"1,079,440",1.36,1.39,1.33,1.37,＋,0.04,0.50,10,1.39,10,79.50
="042187",3Z元大,"137,000",6,"182,970",1.33,1.36,1.31,1.33,＋,0.04,0.39,46,--,0,79.50
="042188",4A元大,"374,000",7,"311,300",0.81,0.87,0.81,0.81,－,0.03,0.80,100,0.81,10,15.50
="042189",4D元大,"91,000",2,"89,180",0.98,0.98,0.98,0.98,,0.00,0.91,100,0.92,10,63.10
="042190",4E元大,"54,000",5,"31,860",0.63,0.63,0.55,0.55,－,0.05,0.56,100,0.57,50,103.50
="042191",4G元大,"325,000",13,"460,430",1.40,1.48,1.32,1.46,＋,0.06,1.47,100,1.57,10,37.90
="042192",4H元大,"185,000",18,"242,110",1.34,1.35,1.23,1.23,－,0.01,1.22,100,1.23,50,67.80
="042193",4I元大,"1,116,000",41,"1,705,840",1.44,1.62,1.44,1.62,＋,0.17,1.62,95,1.63,5,17.80
="042194",4J元大,"412,000",6,"433,510",1.03,1.08,1.03,1.03,,0.00,1.02,100,1.03,100,55.50
="042195",4K元大,"77,000",5,"53,540",0.72,0.72,0.63,0.63,－,0.07,0.65,100,0.66,10,31.85
="042196",4M元大,"13,000",1,"9,360",0.72,0.72,0.72,0.72,X,0.00,0.65,100,0.66,10,31.85
="042197",4N元大,"193,000",6,"176,890",0.96,0.97,0.87,0.87,－,0.08,0.88,100,0.89,10,31.85
="042198",4P元大,"1,668,000",28,"1,748,920",1.11,1.11,1.01,1.01,－,0.12,1.00,100,1.03,4,32.80
="042199",4Q元大,"1,769,000",33,"2,018,240",1.21,1.21,1.11,1.11,－,0.13,1.10,100,1.11,71,32.80
="042200",4R元大,"102,000",11,"153,100",1.54,1.56,1.45,1.45,－,0.16,1.43,100,1.45,50,120.00
="042201",4T元大,"150,000",7,"154,580",1.05,1.05,1.02,1.02,＋,0.01,0.98,100,1.00,100,11.95
="042202",4V元大,"206,000",3,"181,340",0.89,0.89,0.88,0.88,－,0.05,0.87,100,0.88,100,50.30
="042203",4W元大,"830,000",10,"704,600",0.87,0.87,0.82,0.82,－,0.03,0.81,160,0.82,100,50.30
="042204",4Z元大,"313,000",13,"376,360",1.20,1.27,1.17,1.17,＋,0.06,1.16,100,1.18,50,20.70
="042205",5B元大,"228,000",14,"361,250",1.64,1.64,1.48,1.48,－,0.02,1.48,75,1.50,10,116.50
="042206",5C元大,"291,000",7,"302,400",1.05,1.05,1.01,1.02,－,0.09,0.99,100,1.00,10,18.70
="042207",5F元大,0,0,0,--,--,--,--,,0.00,1.11,100,1.12,10,51.50
="042208",5G元大,"343,000",12,"410,520",1.16,1.24,1.12,1.12,＋,0.02,1.12,100,1.13,10,66.00
="042209",5H元大,"25,000",5,"33,140",1.30,1.36,1.30,1.36,－,0.02,1.36,100,1.37,50,64.20
="042210",宏遠01,"1,365,000",6,"835,890",0.63,0.63,0.60,0.60,,0.00,0.60,10,0.61,10,0.00
="042211",宏遠02,"1,000",1,930,0.93,0.93,0.93,0.93,－,0.03,0.90,10,0.91,10,0.00
="042212",康和CV,0,0,0,--,--,--,--,,0.00,0.88,10,0.91,10,32.80
="042213",康和CW,"13,000",1,"9,360",0.72,0.72,0.72,0.72,X,0.00,0.64,10,0.65,10,31.85
="042214",國票KJ,"590,000",21,"632,980",1.12,1.17,1.01,1.03,－,0.05,1.02,200,1.03,60,51.80
="042215",國票KK,"298,000",7,"206,100",0.73,0.75,0.67,0.67,－,0.08,0.68,300,0.69,60,252.00
="042216",國票KL,"475,000",19,"406,950",0.88,0.88,0.85,0.85,＋,0.01,0.82,998,0.83,60,28.35
="042217",國票KM,"1,983,000",33,"2,091,680",1.06,1.09,1.00,1.03,－,0.02,1.02,200,1.04,50,136.00
="042218",國票KN,"28,000",2,"13,160",0.47,0.47,0.47,0.47,,0.00,0.49,1497,0.50,60,38.40
="042219",國票KP,"47,000",6,"29,570",0.71,0.71,0.59,0.59,－,0.11,0.61,300,0.62,60,40.10
="042220",國票KQ,"10,000",1,"10,800",1.08,1.08,1.08,1.08,－,0.03,1.06,25,1.07,35,69.50
="042221",國票KR,0,0,0,--,--,--,--,,0.00,0.64,998,0.65,60,79.50
="042222",國票KS,"100,000",1,"76,000",0.76,0.76,0.76,0.76,X,0.00,0.75,998,0.76,60,50.30
="042223",國票KT,0,0,0,--,--,--,--,,0.00,0.69,998,0.70,60,31.85
="042224",5C元富,0,0,0,--,--,--,--,,0.00,0.75,50,0.76,25,28.10
="042225",5D元富,"624,000",38,"1,657,510",2.66,2.71,2.45,2.45,－,0.05,2.38,50,2.40,25,51.80
="042226",5F元富,"110,000",9,"130,200",1.18,1.19,1.18,1.19,＋,0.05,1.19,25,1.20,25,51.50
="042227",5G元富,"454,000",10,"512,670",1.07,1.17,1.07,1.17,＋,0.09,1.14,25,1.15,25,55.40
="042228",5H元富,"226,000",7,"303,740",1.37,1.37,1.24,1.24,－,0.01,1.23,25,1.24,25,67.80
="042229",5J元富,"685,000",14,"774,500",1.18,1.18,1.07,1.07,－,0.02,1.05,25,1.06,25,67.80
="042230",5K元富,"109,000",2,"114,540",1.06,1.06,1.05,1.05,－,0.06,1.04,25,1.05,25,50.30
="042231",5L元富,"368,000",13,"375,880",1.04,1.04,0.99,0.99,－,0.01,0.98,25,0.99,25,11.95
="042232",5M元富,0,0,0,--,--,--,--,,0.00,0.93,25,0.94,25,55.50
="042233",5N元富,"416,000",10,"489,560",1.16,1.22,1.16,1.21,＋,0.05,1.20,25,1.21,25,37.90
="042234",5P元富,"1,218,000",35,"1,318,170",1.11,1.12,1.04,1.04,－,0.05,1.03,25,1.04,20,28.35
="042235",5Q元富,"310,000",7,"233,870",0.77,0.78,0.68,0.68,－,0.07,0.69,25,0.70,25,31.85
="042236",EX國泰,"386,000",8,"495,600",1.30,1.30,1.15,1.15,－,0.18,1.19,30,1.21,30,31.85
="042237",EY國泰,"180,000",5,"219,440",1.22,1.24,1.14,1.14,－,0.12,1.16,30,1.17,30,31.85
="042238",EZ國泰,"389,000",16,"410,430",1.11,1.11,1.01,1.01,－,0.23,1.02,420,1.03,100,32.80
="042239",FA國泰,"20,000",1,"9,800",0.49,0.49,0.49,0.49,－,0.03,0.49,499,0.50,100,28.10
="042240",FB國泰,"47,000",10,"77,550",1.70,1.71,1.57,1.57,－,0.04,1.55,370,1.56,100,67.80
="042241",FC國泰,"50,000",9,"63,950",1.31,1.32,1.21,1.21,－,0.03,1.19,480,1.20,100,67.80
="042242",FD國泰,"380,000",12,"418,100",1.15,1.16,1.06,1.07,－,0.06,1.06,100,1.07,100,50.30
="042243",70富邦,"217,000",11,"244,900",1.18,1.18,1.06,1.06,－,0.01,1.05,20,1.06,20,67.80
="042244",71富邦,"35,000",4,"44,750",1.29,1.29,1.25,1.25,－,0.08,1.23,10,1.24,10,18.70
="042245",72富邦,"230,000",21,"250,950",1.12,1.12,1.07,1.07,－,0.11,1.04,15,1.05,10,32.80
="042246",73富邦,"291,000",7,"239,990",0.79,0.85,0.79,0.80,＋,0.01,0.82,30,0.83,30,55.40
="042247",74富邦,"105,000",4,"76,440",0.69,0.75,0.69,0.72,＋,0.05,0.68,30,0.69,30,55.50
="042248",75富邦,0,0,0,--,--,--,--,,0.00,0.76,30,0.78,30,51.50
="042249",76富邦,0,0,0,--,--,--,--,,0.00,0.71,30,0.72,30,118.50
="042250",77富邦,0,0,0,--,--,--,--,,0.00,0.81,30,0.83,30,118.50
="042251",78富邦,"261,000",17,"269,470",1.05,1.05,1.02,1.02,－,0.02,1.01,10,1.02,10,28.35
="042252",79富邦,"607,000",35,"652,220",1.05,1.14,0.95,0.99,－,0.04,0.96,11,0.97,10,51.80
="042253",80富邦,"355,000",18,"520,850",1.40,1.51,1.27,1.27,－,0.10,1.29,10,1.30,10,51.80
="042254",81富邦,"154,000",3,"110,720",0.73,0.73,0.71,0.71,－,0.01,0.67,10,0.68,10,50.30
="042255",82富邦,0,0,0,--,--,--,--,,0.00,0.60,10,0.61,10,50.30
="042256",83富邦,"291,000",17,"280,830",0.94,1.03,0.92,0.93,＋,0.03,0.93,10,0.94,10,20.70
="042257",84富邦,"116,000",1,"110,200",0.95,0.95,0.95,0.95,X,0.00,0.86,20,0.87,20,31.85
="042258",85富邦,"184,000",6,"126,460",0.69,0.69,0.66,0.69,,0.00,0.66,15,0.67,10,15.50
="042259",統一AX,"15,000",1,"12,450",0.83,0.83,0.83,0.83,＋,0.02,0.82,10,0.83,10,20.09
