105年02月01日大盤統計資訊
指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%)
07902P,KW群益,"26,000",5,"65,800",2.56,2.58,2.52,2.52,＋,0.03,2.52,25,2.54,10,0.00
07903P,永豐5B,"225,000",10,"129,370",0.53,0.59,0.53,0.58,＋,0.04,0.58,10,0.59,10,0.00
07904P,玉山NV,"183,000",8,"155,150",0.89,0.89,0.84,0.86,－,0.04,0.85,15,0.86,10,0.00
07905P,BC國泰,"15,000",3,"9,850",0.65,0.66,0.65,0.65,－,0.05,0.66,499,0.67,200,0.00
07906P,1T統一,"336,000",2,"173,720",0.52,0.52,0.51,0.51,－,0.03,0.51,20,0.52,20,0.00
07907P,KZ群益,0,0,0,--,--,--,--,,0.00,1.78,25,1.79,10,0.00
07908P,LA群益,"45,000",2,"119,250",2.67,2.67,2.64,2.64,,0.00,2.59,25,2.61,10,0.00
07909P,LB群益,"677,000",8,"706,870",1.02,1.06,1.02,1.05,,0.00,1.02,25,1.03,10,0.00
07910P,4Z兆豐,"8,000",4,"13,240",1.66,1.67,1.63,1.67,X,0.00,1.67,10,1.70,10,0.00
07911P,5A兆豐,"30,000",2,"61,000",2.06,2.06,1.98,1.98,＋,0.08,2.00,10,2.03,15,0.00
07912P,BD國泰,"102,000",1,"135,660",1.33,1.33,1.33,1.33,X,0.00,1.38,360,--,0,0.00
07913P,BE國泰,"7,000",4,"11,090",1.60,1.60,1.57,1.57,X,0.00,1.57,330,1.61,30,0.00
07914P,富邦ES,"116,000",2,"169,360",1.46,1.46,1.46,1.46,X,0.00,1.37,10,1.38,10,0.00
07915P,富邦ET,"20,000",2,"47,400",2.37,2.37,2.37,2.37,X,0.00,2.24,50,2.25,50,0.00
07916P,富邦EU,0,0,0,--,--,--,--,,0.00,2.12,50,2.16,50,0.00
07917P,NX第一,0,0,0,--,--,--,--,,0.00,0.50,10,0.51,10,76.50
07918P,CT凱基,0,0,0,--,--,--,--,,0.00,0.28,30,0.29,30,0.00
07919P,CU凱基,0,0,0,--,--,--,--,,0.00,0.69,30,0.79,30,0.00
07920P,CV凱基,0,0,0,--,--,--,--,,0.00,0.80,30,0.90,30,0.00
07921P,日盛4H,0,0,0,--,--,--,--,,0.00,0.31,25,0.32,25,136.00
07922P,國票JH,"40,000",1,"42,800",1.07,1.07,1.07,1.07,X,0.00,1.06,499,1.07,10,0.00
07923P,富邦EW,0,0,0,--,--,--,--,,0.00,2.26,10,2.33,10,0.00
07924P,元大LJ,"130,000",14,"200,600",1.57,1.58,1.51,1.53,－,0.06,0.59,78,--,0,0.00
07925P,2A統一,"828,000",11,"454,680",0.55,0.56,0.54,0.56,＋,0.02,0.56,68,0.57,68,0.00
07926P,LS群益,0,0,0,--,--,--,--,,0.00,3.12,25,3.22,10,0.00
07927P,LT群益,"400,000",9,"316,310",0.79,0.80,0.78,0.80,－,0.04,0.77,25,0.80,10,0.00
07928P,LU群益,"88,000",4,"84,380",0.96,0.96,0.95,0.95,－,0.05,0.96,25,0.97,10,0.00
07929P,元富LG,"10,000",3,"9,810",0.97,1.01,0.96,1.01,－,0.01,1.00,25,1.01,22,0.00
07930P,元富LH,0,0,0,--,--,--,--,,0.00,2.86,25,2.89,10,0.00
07931P,DE凱基,0,0,0,--,--,--,--,,0.00,3.72,30,3.82,30,0.00
07932P,DF凱基,"6,000",3,"21,280",3.42,3.68,3.42,3.66,X,0.00,3.49,30,3.50,30,0.00
07933P,DG凱基,"114,000",3,"365,360",3.29,3.29,3.20,3.20,X,0.00,3.10,30,3.11,30,0.00
07934P,日盛4K,0,0,0,--,--,--,--,,0.00,0.85,25,0.86,25,24.10
07935P,BJ國泰,"474,000",22,"197,180",0.42,0.44,0.40,0.40,－,0.06,0.39,30,0.40,42,0.00
07936P,富邦FH,"279,000",10,"170,750",0.57,0.63,0.57,0.62,＋,0.05,0.61,20,0.62,20,0.00
07937P,富邦FJ,"230,000",4,"701,100",3.26,3.26,3.02,3.02,－,1.28,3.04,50,3.14,10,0.00
07938P,NZ第一,0,0,0,--,--,--,--,,0.00,0.74,10,0.75,10,70.20
07939P,2E統一,"217,000",8,"125,910",0.54,0.65,0.54,0.65,＋,0.06,0.64,20,0.65,10,0.00
07940P,2F統一,0,0,0,--,--,--,--,,0.00,0.65,20,0.70,10,0.00
07941P,LX群益,0,0,0,--,--,--,--,,0.00,2.03,25,2.04,10,0.00
07942P,元富LP,"285,000",4,"157,600",0.54,0.56,0.54,0.56,＋,0.01,0.55,25,0.56,25,0.00
07943P,元大LU,"16,000",2,"14,280",0.89,0.93,0.89,0.93,＋,0.01,0.94,499,0.95,30,0.00
07944P,元大LV,0,0,0,--,--,--,--,,0.00,0.42,499,0.43,10,0.00
07945P,DJ凱基,0,0,0,--,--,--,--,,0.00,0.40,30,0.41,30,0.00
07946P,DK凱基,0,0,0,--,--,--,--,,0.00,1.03,30,1.05,30,0.00
07947P,DL凱基,0,0,0,--,--,--,--,,0.00,2.22,30,2.28,30,0.00
07948P,DM凱基,"90,000",6,"113,800",1.31,1.33,1.20,1.33,＋,0.01,1.29,30,1.33,30,0.00
07949P,日盛4N,"466,000",15,"792,480",1.56,1.86,1.52,1.86,＋,0.22,1.87,25,1.89,25,"2,350.00"
07950P,日盛4P,0,0,0,--,--,--,--,,0.00,4.30,25,4.36,10,38.40
07951P,日盛4Q,"408,000",9,"1,017,920",2.47,2.53,2.44,2.53,＋,0.15,2.54,25,2.55,25,76.50
07952P,BN國泰,"379,000",18,"1,442,750",3.76,3.97,3.70,3.91,＋,0.49,3.91,73,3.97,40,0.00
07953P,富邦FV,"718,000",24,"292,760",0.34,0.44,0.34,0.44,＋,0.05,0.43,10,0.44,10,0.00
07954P,永豐5T,"805,000",31,"617,200",0.70,0.86,0.70,0.86,＋,0.08,0.86,10,0.87,10,0.00
07955P,GQ中信,"20,000",2,"28,900",1.44,1.45,1.44,1.45,－,0.08,1.49,10,1.51,10,0.00
07956P,GR中信,"99,000",1,"68,310",0.69,0.69,0.69,0.69,X,0.00,0.69,30,0.70,30,0.00
07957P,GS中信,0,0,0,--,--,--,--,,0.00,1.17,30,1.19,30,0.00
07958P,5J兆豐,0,0,0,--,--,--,--,,0.00,0.22,10,0.31,10,0.00
07959P,5K兆豐,"5,000",1,"4,250",0.85,0.85,0.85,0.85,,0.00,0.89,10,0.90,10,0.00
07960P,5L兆豐,"147,000",13,"143,010",0.95,1.02,0.93,1.02,＋,0.04,1.01,10,1.02,8,0.00
07961P,5M兆豐,"96,000",10,"191,720",2.01,2.04,1.97,1.97,＋,0.04,1.94,10,2.01,10,0.00
07962P,5N兆豐,0,0,0,--,--,--,--,,0.00,3.12,10,3.21,10,0.00
07963P,5Z兆豐,0,0,0,--,--,--,--,,0.00,0.82,10,0.83,10,0.00
07964P,6A兆豐,"20,000",1,"15,200",0.76,0.76,0.76,0.76,＋,0.01,0.74,10,0.75,10,0.00
07965P,6B兆豐,0,0,0,--,--,--,--,,0.00,1.84,10,1.92,10,0.00
07966P,6C兆豐,"1,765,000",35,"1,554,830",0.82,1.02,0.78,1.02,＋,0.15,1.02,10,1.03,10,0.00
07967P,1B第一,0,0,0,--,--,--,--,,0.00,1.40,10,1.41,10,"2,350.00"
07968P,1D第一,0,0,0,--,--,--,--,,0.00,0.78,10,0.79,10,184.50
07969P,1E第一,0,0,0,--,--,--,--,,0.00,0.89,10,0.90,10,77.70
07970P,1F第一,"143,000",5,"107,650",0.77,0.77,0.73,0.73,＋,0.03,0.74,10,0.76,10,15.85
07971P,1G第一,0,0,0,--,--,--,--,,0.00,1.08,10,1.11,10,10.80
07972P,MC群益,0,0,0,--,--,--,--,,0.00,1.54,25,1.58,10,0.00
07973P,GZ中信,"50,000",3,"48,800",0.96,1.00,0.96,0.98,X,0.00,0.96,998,0.97,299,0.00
07974P,DW凱基,"205,000",7,"152,990",0.73,0.78,0.73,0.78,－,0.07,0.77,30,0.78,30,0.00
07975P,DX凱基,0,0,0,--,--,--,--,,0.00,0.26,30,0.27,30,0.00
07976P,DY凱基,0,0,0,--,--,--,--,,0.00,1.01,30,1.05,10,0.00
07977P,DZ凱基,"146,000",2,"110,940",0.74,0.76,0.74,0.76,X,0.00,0.75,30,0.76,30,0.00
07978P,EA凱基,"150,000",10,"78,770",0.51,0.54,0.49,0.54,＋,0.03,0.53,30,0.54,30,0.00
07979P,日盛4U,0,0,0,--,--,--,--,,0.00,0.81,499,0.82,17,56.50
07980P,元富LS,"226,000",5,"282,730",1.26,1.26,1.21,1.21,－,0.07,1.18,25,1.19,25,0.00
07981P,元大MF,"446,000",13,"733,650",1.59,1.72,1.59,1.72,＋,0.15,1.68,100,1.69,50,0.00
07982P,元大MG,0,0,0,--,--,--,--,,0.00,0.25,100,0.26,100,0.00
07983P,元大MH,"141,000",2,"167,790",1.19,1.19,1.19,1.19,＋,0.04,1.22,100,1.23,100,0.00
07984P,HA中信,"895,000",20,"1,836,040",2.03,2.14,2.01,2.14,＋,0.26,2.12,30,2.14,69,0.00
07985P,元富LT,0,0,0,--,--,--,--,,0.00,0.73,25,0.81,3,0.00
07986P,元富LU,"907,000",17,"845,280",0.91,0.97,0.90,0.95,＋,0.04,0.97,25,0.98,25,0.00
07987P,元富LV,"15,000",1,"11,700",0.78,0.78,0.78,0.78,X,0.00,0.78,50,0.80,25,0.00
07988P,元富LW,"60,000",2,"115,100",1.93,1.93,1.86,1.86,X,0.00,1.83,25,1.93,10,0.00
07989P,ED凱基,"1,284,000",13,"1,232,640",0.94,0.98,0.94,0.98,＋,0.06,0.98,40,0.99,30,0.00
07990P,日盛4W,0,0,0,--,--,--,--,,0.00,2.54,25,2.59,10,210.00
07991P,富邦GA,"45,000",2,"57,150",1.27,1.27,1.27,1.27,X,0.00,1.23,20,1.24,20,0.00
07992P,富邦GB,0,0,0,--,--,--,--,,0.00,1.50,20,1.60,10,0.00
07993P,永豐6E,0,0,0,--,--,--,--,,0.00,0.54,10,0.55,10,0.00
07994P,EJ凱基,0,0,0,--,--,--,--,,0.00,1.31,30,1.41,30,0.00
07995P,EK凱基,0,0,0,--,--,--,--,,0.00,1.71,30,1.77,30,0.00
07996P,元富LX,0,0,0,--,--,--,--,,0.00,1.62,25,--,0,0.00
07997P,元富MA,"1,000",1,"1,730",1.73,1.73,1.73,1.73,＋,0.09,1.82,25,1.88,10,0.00
07998P,元富MB,0,0,0,--,--,--,--,,0.00,0.43,25,0.44,25,0.00
07999P,元富MD,"343,000",11,"290,660",0.88,0.88,0.83,0.83,－,0.07,0.85,50,0.88,25,0.00
08000P,元富ME,0,0,0,--,--,--,--,,0.00,0.54,25,0.55,25,0.00
08001P,康和BK,0,0,0,--,--,--,--,,0.00,0.50,10,0.51,10,0.00
08002P,6U兆豐,"370,000",8,"528,550",1.41,1.48,1.40,1.48,＋,0.18,1.49,10,1.50,10,0.00
08003P,MK群益,"60,000",2,"164,400",2.74,2.74,2.74,2.74,－,0.01,2.75,1,2.84,10,0.00
08004P,ML群益,"412,000",8,"367,990",0.87,0.90,0.87,0.90,＋,0.04,0.90,25,0.91,10,0.00
08005P,元大MP,"613,000",19,"1,655,110",2.65,2.86,2.59,2.79,＋,0.22,2.79,100,2.81,50,0.00
08006P,富邦GE,"9,000",1,"36,090",4.01,4.01,4.01,4.01,＋,0.24,4.22,10,4.32,10,0.00
08007P,永豐6K,0,0,0,--,--,--,--,,0.00,1.81,10,1.86,10,0.00
08008P,HB中信,0,0,0,--,--,--,--,,0.00,0.58,30,0.59,30,0.00
08009P,元富MM,"59,000",11,"110,060",1.84,1.90,1.83,1.86,＋,0.01,1.85,25,1.86,25,0.00
08010P,2Q統一,"305,000",4,"144,340",0.47,0.48,0.47,0.48,－,0.03,0.46,20,0.48,20,0.00
08011P,2R統一,0,0,0,--,--,--,--,,0.00,2.70,22,2.79,10,0.00
08012P,MR群益,"168,000",5,"193,440",1.16,1.17,1.14,1.17,－,0.06,1.13,25,1.17,10,0.00
08013P,MS群益,0,0,0,--,--,--,--,,0.00,1.00,25,1.01,10,0.00
08014P,元大MQ,0,0,0,--,--,--,--,,0.00,2.24,495,2.26,495,0.00
08015P,元大MR,"20,000",2,"20,500",1.02,1.03,1.02,1.03,X,0.00,1.04,100,1.06,10,0.00
08016P,元大MS,"504,000",12,"327,290",0.66,0.67,0.63,0.65,－,0.03,0.65,100,0.66,100,0.00
08017P,元大MV,"347,000",10,"300,770",0.85,0.89,0.84,0.87,,0.00,0.86,100,0.87,100,0.00
08018P,ES凱基,"349,000",15,"378,010",1.09,1.12,1.04,1.10,－,0.04,1.09,30,1.10,30,0.00
08019P,ET凱基,"1,737,000",20,"1,556,940",0.91,0.94,0.87,0.92,－,0.04,0.91,30,0.92,20,0.00
08020P,日盛5D,0,0,0,--,--,--,--,,0.00,0.98,25,0.99,10,28.45
08021P,日盛5E,"208,000",8,"164,180",0.74,0.87,0.74,0.87,＋,0.09,0.88,25,0.89,25,"2,350.00"
08022P,日盛5F,"6,000",2,"27,120",4.52,4.52,4.52,4.52,＋,0.17,4.41,25,4.42,25,0.00
08023P,FA凱基,0,0,0,--,--,--,--,,0.00,2.74,30,2.84,30,0.00
08024P,FB凱基,"40,000",1,"169,200",4.23,4.23,4.23,4.23,＋,0.03,4.02,30,4.12,30,0.00
08025P,FC凱基,"649,000",11,"780,490",1.15,1.23,1.15,1.19,＋,0.04,1.19,30,1.22,30,0.00
08026P,6Z兆豐,"30,000",3,"32,400",1.08,1.10,1.06,1.10,＋,0.02,1.09,10,1.10,10,0.00
08027P,7A兆豐,0,0,0,--,--,--,--,,0.00,2.51,10,2.53,10,0.00
08028P,7W兆豐,"60,000",3,"95,800",1.60,1.60,1.59,1.59,－,0.08,1.68,10,1.69,10,0.00
08029P,元大NJ,"838,000",11,"976,040",1.12,1.19,1.12,1.18,＋,0.11,1.17,100,1.18,100,0.00
08030P,元大NK,"629,000",27,"1,612,160",2.56,2.65,2.44,2.59,＋,0.19,2.51,100,2.53,100,0.00
08031P,3B統一,0,0,0,--,--,--,--,,0.00,1.50,10,1.59,10,0.00
08032P,3C統一,0,0,0,--,--,--,--,,0.00,1.37,20,1.43,10,0.00
08033P,永豐6S,"200,000",3,"38,600",0.19,0.21,0.19,0.21,X,0.00,0.20,22,0.21,10,0.00
08034P,富邦GW,0,0,0,--,--,--,--,,0.00,3.75,10,3.80,10,0.00
08035P,富邦GX,0,0,0,--,--,--,--,,0.00,5.80,10,6.05,10,0.00
08036P,富邦GY,"258,000",9,"136,890",0.49,0.55,0.49,0.53,＋,0.03,0.53,20,0.54,20,0.00
08037P,富邦GZ,"20,000",1,"20,200",1.01,1.01,1.01,1.01,＋,0.04,0.99,20,1.01,180,0.00
08038P,FH凱基,"12,000",2,"8,040",0.67,0.67,0.67,0.67,X,0.00,0.66,30,0.67,30,0.00
08039P,FK凱基,0,0,0,--,--,--,--,,0.00,0.48,30,0.49,30,0.00
08040P,FM凱基,0,0,0,--,--,--,--,,0.00,1.56,30,1.60,30,0.00
08041P,FN凱基,0,0,0,--,--,--,--,,0.00,2.75,30,2.85,30,0.00
08042P,FP凱基,"1,845,000",28,"522,050",0.26,0.31,0.25,0.30,＋,0.03,0.29,30,0.30,80,0.00
08043P,FQ凱基,"77,000",8,"64,050",0.83,0.85,0.81,0.81,－,0.03,0.81,37,0.83,30,0.00
08044P,FR凱基,"104,000",4,"66,560",0.64,0.64,0.64,0.64,,0.00,0.62,30,0.63,30,0.00
08045P,元大NY,"71,000",5,"31,230",0.46,0.46,0.43,0.44,－,0.07,0.43,116,0.44,95,0.00
08046P,元大NZ,"338,000",5,"432,640",1.28,1.28,1.28,1.28,＋,0.05,1.27,100,1.30,100,0.00
08047P,康和BM,"10,000",1,"4,100",0.41,0.41,0.41,0.41,,0.00,0.41,10,0.42,10,0.00
08048P,國票JT,0,0,0,--,--,--,--,,0.00,0.64,998,0.65,60,0.00
08049P,富邦HL,0,0,0,--,--,--,--,,0.00,1.88,10,1.89,10,0.00
08050P,3F統一,"15,000",2,"9,150",0.61,0.61,0.61,0.61,＋,0.01,0.62,10,0.63,10,0.00
08051P,元富NF,0,0,0,--,--,--,--,,0.00,0.55,55,0.56,25,0.00
08052P,元富NG,"4,000",1,"8,760",2.19,2.19,2.19,2.19,X,0.00,2.18,25,2.19,10,0.00
08053P,GJ凱基,0,0,0,--,--,--,--,,0.00,0.96,30,0.99,30,0.00
08054P,GL凱基,"2,000",1,"8,140",4.07,4.07,4.07,4.07,＋,0.15,4.07,30,4.17,30,0.00
08055P,GM凱基,0,0,0,--,--,--,--,,0.00,3.07,30,3.17,30,0.00
08056P,元大XE,"426,000",5,"368,310",0.85,0.87,0.85,0.86,－,0.03,0.87,100,0.88,100,0.00
08057P,元大XF,"1,000",1,"2,120",2.12,2.12,2.12,2.12,X,0.00,2.14,100,2.18,100,0.00
08058P,8L兆豐,"110,000",4,"108,670",0.95,1.00,0.95,0.99,＋,0.06,1.02,10,1.03,10,0.00
08059P,8M兆豐,"35,000",2,"23,150",0.64,0.67,0.64,0.67,＋,0.04,0.67,10,0.68,10,0.00
08060P,8N兆豐,0,0,0,--,--,--,--,,0.00,0.88,10,0.89,10,0.00
08061P,8P兆豐,"50,000",5,"192,700",3.93,3.93,3.82,3.84,＋,0.02,3.83,10,3.84,10,0.00
08062P,8V兆豐,0,0,0,--,--,--,--,,0.00,1.23,10,1.24,10,0.00
08063P,8W兆豐,0,0,0,--,--,--,--,,0.00,1.31,10,1.39,10,0.00
08064P,8X兆豐,"3,000",1,"12,480",4.16,4.16,4.16,4.16,＋,0.19,4.18,10,4.27,10,0.00
08065P,9G兆豐,"90,000",8,"76,200",0.83,0.88,0.81,0.81,－,0.09,0.80,10,0.82,10,0.00
08066P,9H兆豐,"320,000",16,"310,700",0.97,1.02,0.95,0.96,－,0.08,0.95,4,0.96,5,0.00
08067P,元大XK,"1,002,000",14,"1,120,790",1.11,1.14,1.08,1.11,＋,0.04,1.08,100,1.09,100,0.00
08068P,永豐7G,0,0,0,--,--,--,--,,0.00,0.40,10,0.41,10,0.00
08069P,GS凱基,"240,000",5,"138,150",0.59,0.59,0.56,0.57,,0.00,0.57,30,0.58,30,0.00
08070P,富邦HY,"104,000",2,"200,980",1.93,1.94,1.93,1.94,X,0.00,1.96,50,1.98,50,0.00
08071P,富邦HZ,"26,000",1,"12,480",0.48,0.48,0.48,0.48,－,0.02,0.49,50,0.50,1,0.00
08072P,富邦JA,0,0,0,--,--,--,--,,0.00,0.81,15,0.82,10,0.00
08073P,GT凱基,"10,000",3,"1,850",0.19,0.19,0.17,0.17,－,0.04,0.17,30,0.18,30,0.00
08074P,GX凱基,"1,021,000",14,"719,750",0.70,0.74,0.69,0.74,－,0.01,0.74,30,0.75,30,0.00
08075P,日盛5S,0,0,0,--,--,--,--,,0.00,1.20,25,1.21,25,477.00
08076P,元富NQ,0,0,0,--,--,--,--,,0.00,1.69,25,1.72,10,0.00
08077P,永豐7T,"5,000",2,"2,550",0.51,0.51,0.51,0.51,＋,0.01,0.50,10,0.51,10,0.00
08078P,永豐7U,"142,000",2,"159,750",1.13,1.13,1.12,1.12,－,0.01,1.13,10,1.14,10,0.00
08079P,元大XT,"168,000",3,"195,560",1.17,1.17,1.16,1.16,＋,0.01,1.16,100,1.17,10,0.00
08080P,元大XU,"1,000",1,"1,750",1.75,1.75,1.75,1.75,X,0.00,1.74,100,1.77,100,0.00
08081P,元大XV,"334,000",13,"394,650",1.17,1.21,1.16,1.21,,0.00,1.17,100,1.18,100,0.00
08082P,元大XX,"143,000",3,"96,100",0.70,0.70,0.65,0.68,－,0.02,0.68,100,0.69,100,0.00
08083P,3M統一,0,0,0,--,--,--,--,,0.00,1.27,10,1.31,10,0.00
08084P,3N統一,"5,000",2,"6,380",1.27,1.30,1.27,1.30,＋,0.03,1.27,20,1.32,10,0.00
08085P,3P統一,"61,000",4,"117,100",1.93,1.93,1.90,1.90,,0.00,1.90,1,1.91,68,0.00
08086P,ND群益,"119,000",13,"218,120",1.89,1.89,1.79,1.82,－,0.11,1.83,25,1.84,10,0.00
08087P,NF群益,0,0,0,--,--,--,--,,0.00,0.55,25,0.56,10,0.00
08088P,NI群益,0,0,0,--,--,--,--,,0.00,1.66,25,1.76,10,0.00
08089P,NJ群益,"581,000",23,"623,970",1.06,1.10,1.03,1.10,＋,0.03,1.09,25,1.10,9,0.00
08090P,玉山B2,"82,000",2,"86,440",1.09,1.09,1.02,1.02,－,0.01,1.04,10,1.05,10,0.00
08091P,CD國泰,"12,000",2,"9,000",0.75,0.75,0.75,0.75,X,0.00,0.76,499,0.78,100,0.00
08092P,CE國泰,"143,000",12,"228,250",1.62,1.64,1.55,1.62,－,0.02,1.58,320,1.61,30,0.00
08093P,富邦JE,"42,000",3,"85,360",2.06,2.06,2.01,2.02,－,0.08,2.02,10,2.03,10,0.00
08094P,元大YE,"755,000",12,"287,010",0.38,0.39,0.37,0.39,,0.00,0.40,100,0.41,10,0.00
08095P,3U統一,0,0,0,--,--,--,--,,0.00,0.35,20,0.36,20,0.00
08096P,NP群益,0,0,0,--,--,--,--,,0.00,1.06,25,1.07,10,0.00
08097P,NQ群益,0,0,0,--,--,--,--,,0.00,0.26,25,0.27,10,0.00
08098P,元富NS,0,0,0,--,--,--,--,,0.00,0.73,50,0.74,25,0.00
08099P,元富NT,"109,000",2,"85,910",0.79,0.79,0.77,0.77,－,0.03,0.78,50,0.79,25,0.00
08100P,國票JZ,"531,000",18,"174,950",0.33,0.35,0.32,0.32,－,0.05,0.32,200,0.33,10,0.00
08101P,康和BN,"19,000",1,"9,880",0.52,0.52,0.52,0.52,X,0.00,0.50,10,0.52,10,0.00
08102P,日盛5W,"38,000",2,"60,400",1.59,1.59,1.57,1.57,,0.00,1.57,499,1.59,100,128.00
08103P,GY凱基,0,0,0,--,--,--,--,,0.00,0.70,30,0.71,30,0.00
08104P,GZ凱基,"577,000",7,"372,590",0.63,0.67,0.62,0.67,＋,0.04,0.67,30,0.68,30,0.00
08105P,HA凱基,"535,000",9,"170,100",0.32,0.33,0.30,0.33,,0.00,0.32,60,0.33,60,0.00
08106P,永豐8A,"100,000",1,"66,000",0.66,0.66,0.66,0.66,X,0.00,0.67,10,0.68,10,0.00
08107P,玉山B5,"131,000",3,"26,630",0.20,0.23,0.20,0.22,,0.00,0.18,13,0.21,13,0.00
08108P,CI國泰,"1,382,000",32,"1,009,440",0.74,0.75,0.70,0.74,＋,0.12,0.75,499,0.76,150,0.00
08109P,CJ國泰,"105,000",2,"110,100",1.02,1.05,1.02,1.05,X,0.00,0.98,499,0.99,100,0.00
08110P,HF凱基,0,0,0,--,--,--,--,,0.00,3.01,30,3.06,30,0.00
08111P,HH凱基,0,0,0,--,--,--,--,,0.00,2.03,30,2.13,30,0.00
08112P,日盛5Y,0,0,0,--,--,--,--,,0.00,2.49,25,2.53,10,252.00
08113P,元富NU,"274,000",19,"163,000",0.63,0.63,0.54,0.58,＋,0.01,0.58,17,0.59,15,0.00
08114P,康和BP,0,0,0,--,--,--,--,,0.00,0.59,10,0.62,10,0.00
08115P,NX群益,0,0,0,--,--,--,--,,0.00,0.71,25,0.72,10,0.00
08116P,NY群益,"895,000",23,"721,610",0.78,0.82,0.77,0.81,,0.00,0.80,25,0.82,16,0.00
08117P,9S兆豐,"102,000",17,"87,660",0.86,0.88,0.83,0.87,－,0.01,0.85,10,0.87,19,0.00
08118P,9T兆豐,"51,000",9,"117,020",2.32,2.35,2.26,2.26,,0.00,2.26,40,2.27,10,0.00
08119P,9U兆豐,0,0,0,--,--,--,--,,0.00,3.13,10,3.21,10,0.00
08120P,9V兆豐,0,0,0,--,--,--,--,,0.00,2.43,10,2.51,10,0.00
08121P,兆豐14,0,0,0,--,--,--,--,,0.00,0.79,10,0.80,10,0.00
08122P,兆豐15,0,0,0,--,--,--,--,,0.00,0.96,10,0.97,10,0.00
08123P,兆豐16,"10,000",1,"5,400",0.54,0.54,0.54,0.54,＋,0.05,0.53,10,0.55,10,0.00
08124P,兆豐17,"100,000",3,"112,760",1.11,1.17,1.11,1.17,＋,0.06,1.23,10,1.24,10,0.00
08125P,兆豐18,"322,000",10,"172,120",0.54,0.55,0.53,0.54,－,0.02,0.54,10,0.55,10,0.00
08126P,兆豐19,"280,000",3,"434,700",1.60,1.60,1.52,1.55,－,0.09,1.46,10,1.47,10,0.00
08127P,兆豐20,"150,000",6,"339,900",2.31,2.32,2.23,2.26,－,0.06,2.17,10,2.18,10,0.00
08128P,3W統一,"276,000",4,"187,680",0.68,0.68,0.68,0.68,－,0.04,0.71,20,0.72,20,0.00
08129P,元大YU,"1,866,000",29,"3,983,350",2.28,2.28,2.07,2.14,－,0.25,2.12,100,2.13,100,0.00
08130P,永豐8P,"1,097,000",14,"902,040",0.84,0.87,0.82,0.82,,0.00,0.82,10,0.83,10,0.00
08131P,永豐8Q,"86,000",1,"60,200",0.70,0.70,0.70,0.70,－,0.01,0.70,10,0.71,10,0.00
08132P,永豐8R,"107,000",6,"143,880",1.28,1.35,1.27,1.34,－,0.16,1.31,20,1.32,10,0.00
08133P,01元富,"80,000",4,"52,000",0.63,0.67,0.63,0.66,X,0.00,0.65,50,0.68,25,0.00
08134P,02元富,"15,000",1,"12,000",0.80,0.80,0.80,0.80,－,0.03,0.79,25,0.81,25,0.00
08135P,03元富,"70,000",1,"37,800",0.54,0.54,0.54,0.54,－,0.04,0.55,25,0.56,75,0.00
08136P,04元富,"10,000",1,"11,200",1.12,1.12,1.12,1.12,X,0.00,1.12,50,1.14,25,0.00
08137P,康和BR,0,0,0,--,--,--,--,,0.00,0.41,10,0.42,10,0.00
08138P,康和BS,0,0,0,--,--,--,--,,0.00,0.56,10,0.57,10,0.00
08139P,兆豐32,0,0,0,--,--,--,--,,0.00,1.86,10,1.87,10,0.00
08140P,兆豐33,"15,000",1,"25,200",1.68,1.68,1.68,1.68,－,0.02,1.69,10,1.70,10,0.00
08141P,群益07,"462,000",22,"282,930",0.61,0.63,0.58,0.60,＋,0.01,0.59,499,0.60,544,0.00
08142P,群益08,"111,000",7,"118,030",1.09,1.12,1.02,1.06,＋,0.03,1.03,499,1.04,499,0.00
08143P,群益09,"65,000",4,"77,750",1.19,1.21,1.18,1.21,＋,0.02,1.21,499,1.22,499,0.00
08144P,群益10,"18,000",5,"37,180",2.13,2.13,2.03,2.03,＋,0.01,2.04,499,2.05,499,0.00
08145P,群益11,"32,000",3,"58,920",1.84,1.86,1.84,1.86,＋,0.03,1.85,499,1.86,499,0.00
08146P,CK國泰,"1,220,000",122,"3,746,000",3.11,3.12,2.99,3.08,－,0.14,2.99,170,3.06,10,0.00
08147P,富邦JN,0,0,0,--,--,--,--,,0.00,0.57,10,0.58,10,0.00
08148P,富邦JP,"5,000",1,"4,000",0.80,0.80,0.80,0.80,－,0.05,0.80,10,1.01,20,0.00
08149P,富邦JQ,"138,000",11,"181,790",1.29,1.35,1.27,1.29,＋,0.05,1.27,20,1.28,20,0.00
08150P,HP凱基,"123,000",13,"231,580",1.86,1.95,1.84,1.85,＋,0.02,1.84,30,1.85,30,0.00
08151P,HQ凱基,"755,000",13,"1,158,550",1.61,1.61,1.46,1.51,＋,0.07,1.48,30,1.49,30,0.00
08152P,HV凱基,"1,299,000",26,"1,541,000",1.18,1.25,1.17,1.19,＋,0.05,1.17,30,1.18,30,0.00
08153P,HW凱基,0,0,0,--,--,--,--,,0.00,0.62,30,0.63,30,0.00
08154P,HZ凱基,"26,000",1,"18,980",0.73,0.73,0.73,0.73,,0.00,0.72,30,0.73,30,0.00
08155P,永豐9A,"5,000",1,"2,150",0.43,0.43,0.43,0.43,－,0.01,0.41,10,0.42,10,0.00
